Course Code,Name,Description,Prerequisites,Corequisites,Exclusions,Recommended_prep,Distribution,Hours,Delivery Mode
MGT325H5,"Critical Thinking, Analysis and Decision Making I","(FormerlyMGT320H5) This course introduces students to integration of different areas of studies, stressing the pervasive competencies and critical thinking skills required from business school graduates, future professional accountants and advisors. This course focuses on developing students' decision-making and written communication skills.",MGT220H5andMGT223H5and (MGT224H5orMGT225H5) andMGT231H5andMGT232H5,MGT321H5andMGT322H5* andMGT323H5*Students who have completedMGT224H5are required to enrol inMGT322H5as corequisite or prerequisite. Students who have completedMGT225H5do not requireMGT322H5as corequisite or prerequisite.,MGT320H5,,Social Science,36L,In Class
MGT326H5,Advanced Accounting,"The emphasis in this course is on accounting issues and practices relating to intercompany investments, foreign currency transactions, investments, not-for-profit organizations and emerging accounting issues where appropriate. Assigned material includes cases to ensure that the user impact of accounting choices is appreciated",MGT322H5orMGT225H5,,MGT426H5andRSM321H1,,Social Science,36L,In Class
MGT330H5,Investments,Security analysis and portfolio management. Emphasis is placed on an analysis of bonds and common stocks.,MGT231H5andMGT232H5,,RSM330H1orMGFD10H3,,Social Science,24L,In Class
MGT336H5,Business Valuation,"This is a rigorous course on valuing securities, primarily equities, targeted at students interested in careers involving the analysis of financial statements. We will discuss how managerial discretion and accounting rules influence financial statements and how to analyze financial information to reveal a firm's true performance accurately. We will discuss the mechanics of forecasting and how to become adept at it. We will discuss the intricacies of different valuation models and understand the nuances that link them. Learning will be through lectures, case analyses, in-class exercises, and homework assignments. Almost all classes will involve an Excel-based activity, case discussion, and real-time data. At the end of the course, students can expect to gain significant expertise in all facets of valuation.",MGT220H5andMGT231H5,,MGM320H5andMGT324H5,,Social Science,24L/12T,In Class
MGT341H5,Financial Modeling and Data Analytics,"This course studies applications in corporate finance, investments and risk management. Finance lab software tools will be used to work through problems on topics such as Capital Budgeting and Valuation, Portfolio Analysis, Firm Valuation, Valuing Securities and Risk Management.",MGT231H5andMGT232H5,,MGT441H5,MGT330H5,Social Science,36L,In Class
MGT353H5,Introduction to Marketing Management,"An applications-oriented course intended to develop the analytic skills required of marketing managers. The course is designed to improve skills in analyzing marketing situations, identifying market opportunities, developing marketing strategies, making concise recommendations, and defending these recommendations.",MGT252H5orMGM252H5,,RSM251H1,ECO220Y5orECO227Y5or (STA256H5andSTA260H5),Social Science,24L,In Class
MGT354H5,Consumer Behaviour,"Formulating successful marketing strategies requires an understanding of consumers' cultures, motivations, cognitions, and emotions. Students will learn how to use theoretical perspectives from psychology, economics, anthropology, and other disciplines to generate predictions about consumers, interpret consumer reactions to marketing stimuli, and develop rigorous skills in marketing analysis.",MGT252H5,,RSM353H1,,Social Science,24L,In Class
MGT355H5,Pricing,"Approaches pricing decision as an intersection of economics and psychology. Using product categories as diverse as financial services, healthcare, industrial products and consumer packaged goods, students study dynamic pricing, value pricing, price customization, price bundling and multi-part tariffs, menu costs and price stickiness, sales promotions, and pricing in two-sided markets.",MGT252H5,,CCT327H5orRSM455H1,,Social Science,24L,In Class
MGT363H5,Designing Effective Organizations,"The course covers the relationship between design and effectiveness; the impact and determinants (environment, technology, competitiveness, size, life-cycle, communication needs) of an organization's form as well as the difficulties of re-framing organizations.",Minimum9.0 credits,,WDW260H1,,Social Science,24L,In Class
MGT373H5,Predictive Analytics,"Delve into machine learning and its technical applications, obtain a conceptual understanding of prediction problems and algorithms, learn to interpret results using statistical software, and complete a challenging prediction project using real data that will put your knowledge to the test.",MGT201H5and [ECO220Y5orMGT218H5orSTA218H5or (1.0 credit fromSTA256H5orSTA258H5orSTA260H5)],,MGT311H5(Winter 2021 or Winter 2022) orMGT417H5(Winter 2021 or Winter 2022 or Winter 2023),,Social Science,24L,In Class
MGT374H5,Operations Management,"Operations management is concerned with the facilities and their operation to deliver the goods and services of the organization. The course develops this theme and gives a theoretical framework for managing operations. Some of the major themes include aggregate planning, materials management, and inventory control. This course introduces students to modern quantitative and computing tools necessary for in-depth operational analysis and planning.",ECO220Y5orECO227Y5or (STA256H5andSTA260H5) or (STA256H5andSTA258H5),,RSM270H1orMGOC20H3,,Social Science,24L,In Class
MGT394H5,Legal Environment of Business II,"This course builds on the legal principles developed in Legal I and canvasses other areas of law that impact a business entity. The course deals with the Sales of Goods Act and relevant consumer protection legislation, employment law, environmental law, the Personal Property Security Act and the rights of the secured creditor.",MGM390H5orMGT393H5,,MGSC32H3orRSM325H1,,Social Science,24L,In Class
MGT420H5,"Critical Thinking, Analysis and Decision Making II","(FormerlyMGT419H5) This is a capstone case course stressing the pervasive competencies and critical thinking skills required from business school graduates, future professional accountants and advisors. This course provides students with an opportunity to integrate the technical and practical knowledge obtained in the prerequisite and other University courses and to apply this knowledge to case type situations. Because of the integrative nature and content of the course, the course will be directed towards students who have completed most of their required courses and who are seeking an accounting designation.",MGT321H5and (MGT322H5orMGT225H5) andMGT323H5andMGT325H5andMGT423H5. Open only to 4th year Commerce students.,Highly Recommended:MGT421H5andMGT422H5and (MGT326H5orMGT426H5) andMGT429H5,RSM426H1orMGAD70H3,,Social Science,36L,In Class
MGT421H5,Advanced Audit & Assurance,"The course focuses on the reasoning and evidence theory underlying audit decision making. Coverage includes professional judgement, statistical auditing, assurance engagements, and public sector auditing.",MGT321H5,,RSM423H1,,Social Science,24L,In Class
MGT422H5,Advanced IT Audit and Data Analytics,"This course is an extension of the study of areas covered in the introductory audit course and will include the application of risk and materiality to more advanced topic areas with a focus on digitized information. Other topics include special reports, future-oriented financial information and prospectuses. The course will incorporate the use of data analytics in auditing and will explore how to analyze financial data in order to assist in audit engagements.",MGT321H5,,RSM427H1,,Social Science,24L/12T,In Class
MGT423H5,Canadian Income Taxation I,"This is the first of two courses in federal income tax law. It is designed to give the student a basic understanding of the Income Tax Act and its administration. This is achieved by applying the law to practical problems and cases. Topics covered include administration of the tax system, employment income, business and property income, capital gains, other income and deductions, computation of taxable income and taxes payable for individuals. The GST/HST implications, where relevant, will also be discussed. The two course sequence (MGT423H5andMGT429H5) have been designed to provide participants with coverage of the tax content required by the professional accounting bodies.",MGT120H5andMGT220H5,,MGAC50H3orRSM324H1,,Social Science,24L/12T,In Class
MGT428H5,Management Control,"Management control includes all the processes and systems, many accounting-based, by which key managers allegedly ensure that resources are acquired and used effectively and efficiently in the accomplishment of an organization's goals. The case method is used to provide an understanding of the issues and environment of management control.",MGT323H5,,MGAD40H3orRSM422H1,,Social Science,24L,In Class
MGT429H5,Canadian Income Taxation II,"This is the second of two courses in federal income tax law. It is designed to give the student an understanding of more complex issues of Canadian Income Tax law and tax planning. This is achieved through a combination of lectures and the application of the law to practical problems and case settings. Topics include computation of corporate taxes, integration, corporate reorganizations, surplus distributions, partnerships and trusts.",MGT423H5,,MGAC60H3orRSM424H1,,Social Science,24L/12T,In Class
MGT430H5,Behavioural Finance,"This interdisciplinary course considers the ways in which human psychology influences financial decision making. Topics may include prospect theory, overconfidence, mental accounting, emotions, and neurofinance.",MGT231H5andMGT232H5,,MGFD40H3,,Social Science,24L,"Online, In Class"
MGT431H5,Advanced Topics in Corporate Finance,"Application and development of the ideas inMGT231H5,MGT232H5to corporate finance problems such as initial public offerings and project evaluation.",MGT231H5andMGT232H5,,RSM433H1,,Social Science,24L,In Class
MGT434H5,Mergers and Acquisitions,"The main focus is to develop a solid understanding of the valuation of mergers and acquisitions from the perspective of a variety of stakeholders including: acquiring and target firm management, directors, and shareholders; financiers; consumers, and; competition regulators and policymakers. Themes to be explored include M&A and corporate strategy, motivations for M&A, corporate restructuring and divestitures, financing of M&A activity, dealing with competition authorities, and M&A 'waves' over the past century.",MGT231H5andMGT232H5,,MGFD60H3orRSM433H1,,Social Science,24L,In Class
MGT435H5,Financial Market Trading,"This Li Koon Chun Finance Learning Centre (FLC) lab-based course will provide a hands-on introduction to the functioning of security markets and the trading of financial instruments. Students will learn how the market prices financial securities, how to use the Python programming language and finance theory to develop trading strategies, and how to identify and manage risks of trading strategies. Cases will cover various securities, such as fixed income securities, equities, futures and options. Students will further learn how to deal with various kinds of risks, such as liquidity risk, market risk, downside risk, crash risk, and credit risk.",MGT231H5andMGT232H5andMGT330H5,,MGFD60H3orRSM434H1,,Social Science,24P,In Class
MGT438H5,Futures and Options Markets,"Analysis of derivative instruments such as futures contracts, put and call options and swaps. Emphasis is placed on the valuation of these instruments as a foundation for valuing complex securities.",a minimum of 63% in bothMGT231H5andMGT232H5,,MGFC30H3orRSM435H1,MGT330H5,Social Science,24L/12T,In Class
MGT442H5,Financial Distress and Insolvency,"Traditional business courses often deal with financially healthy firms. However, failure is an inevitable reality for many businesses. The problems currently being witnessed by the retail sector are a case in point. According to official Canadian government statistics, 3580 businesses filed for insolvency in 2018 alone, with more than a quarter of these businesses being from Ontario. This course aims to study the reasons why some firms find themselves in financial distress, alternative courses of action (including legal options) in response to financial distress, and the role of various stakeholders in the process.",MGT231H5and 0.5 credit in MGT/MGM at the 300/400 level,,MGT411H5Special Topics in Management: Financial Distress and Insolvency (Fall 2018 and Fall 2019),,Social Science,24L,In Class
MGT443H5,Quantitative Finance,"This course represents a hands-on introduction to modern quantitative finance and risk-management models. The course will enable students to build computer algorithms tailored to financial problems. Emphasis is placed on high-frequency trading data,  portfolio optimization and factor models for security pricing, machine learning and prediction, risk quantification and management, and option pricing algorithms.",ECO220Y5orSTA256H5,,MGT412H5Special Topics in Management: Computational Finance (Winter 2020 & Winter 2021),STA258H5andMGT201H5andMGT330H5,Social Science,24L,In Class
MGT445H5,Enterprise Risk Management and Analytics,"This course studies risk management from a holistic perspective for various institutions (i.e. non-financial and financial). Various risk categories will be considered such as investment risk, financial risk, cyber risk, operational risk, market risk, energy risk, technology risk, etc. Cases, models, and frameworks will be integrated into the course. Depending on current market issues, the data and cases may cover various areas from energy (i.e. weather), sports, accounting, finance, government (public), arts/entertainment, health, technology, etc. Special topics may also be considered such as environmental, social, and corporate governance (ESG) issues.",ECO220Y5andSTA218H5andMGT231H5andMGT232H5,,MGT416H5(Winter 2019 and Winter 2020 and Winter 2021 and Winter 2022),,Social Science,24L/12P,In Class
MGT450H5,Digital Marketing,"This course explores various digital marketing strategies in the context of online and mobile advertising platforms, and will provide a comprehensive understanding of both existing marketing strategies and emerging trends. Various domains will be covered in this course (search, display, mobile, social, etc.) to enable students to explore how emerging technologies are used to facilitate B2B and B2C transactions. This class will explore the strengths and weaknesses of different approaches to digital marketing while helping students develop a better understanding of various elements of marketing campaigns from formulation to integration and assessment.",MGT252H5,,CCT354H5orMGT414H5(Winter 2022),,Social Science,24L,In Class
MGT451H5,Business Strategy for the Digital Economy,"Learn about the fastest growing sector of the economy and develop tools to analyze strategic problems within a business, and train rigorously, using theory and data, to think about new strategic opportunities for businesses in the digital age.",MGT120H5and (ECO200Y5orECO204Y5orECO206Y5),,MGT412H5(Fall 2021 or Winter 2022 or Winter 2023),,Social Science,24L,In Class
MGT453H5,Marketing Research,"Marketing research is studied from the perspective of the marketing manager. The course focuses on the initiation, design, and interpretation of research as an aid to marketing decision making. Case studies and projects are used to provide students with some practical research experiences.",MGT353H5and [MGT218H5orECO220Y5orECO227Y5orSTA218H5or (STA256H5andSTA260H5) or (STA256H5andSTA258H5)],,MGMC01H3,,Social Science,24L,In Class
MGT455H5,Marketing Consulting:  Models for Analysis,"This course reviews the science side of marketing by studying multiple models used by companies and consulting firms in the different steps of the marketing process. The marketing consulting approach provides a deeper understanding of the process that supports marketing management decisions. This is of benefit not only for students following a marketing consulting path, but also for students joining marketing departments of Canadian firms. To enhance the learning experience the course will be strongly based on software applications that offer hands on exposure to real life corporate applications.",(MGT252H5orMGM252H5) and (MGT218H5orECO220Y5orSTA221H5orSTA218H5),,MGMD01H3,,Social Science,24P,In Class
MGT458H5,Big Data and Marketing Analysis,"Recent advances in computer technology have led to an explosion in the amount of data available for companies to use for market research. In order to be effective as a marketing manager today, it is necessary to understand how to apply cutting edge statistical models to large databases, such as scanner data, loyalty program data, or internet marketing data, and to be able to obtain managerial insights from model results. This course will introduce students to marketing analytics driven by big data, using applications from real world business problems.",1.0 credit in MGT or MGM at the 300 or 400 level.,,MGT301H5andRSM456H1,MGT201H5,Social Science,24P,In Class
MGT480H5,Internship,"Through a part-time, unpaid, 100-hour work placement or ""internship"", students apply management skills and knowledge gained through previous course work. The internship will provide students with a valuable opportunity to make personal contacts in the public or private sector. The course is also intended to help students acquire practical skills that will serve them well in the workplace. An application is required.",1.0 credit at the 300/400 level and 2.5 CGPA and 14.0 credits. Prerequisites must be met before the application due date.,,ECO400Y5andMGT480Y5,,Social Science,24L,In Class
MGT480Y5,Internship,"Through a part-time, unpaid, 200-hour work placement or ""internship"", students apply management skills and knowledge gained through previous course work. The internship will provide students with a valuable opportunity to make personal contacts in the public or private sector. The course is also intended to help students acquire practical skills that will serve them well in the workplace. An application is required.",1.0 credit at the 300/400 level and 2.5 CGPA and 14.0 credits. Prerequisites must be metbeforethe application due date.,,MGT480H5,,Social Science,24L,In Class
MGT491H5,Introduction to International Business,"Focuses on developing an understanding of the fundamentals of doing business in an international environment. Based on the application of management theory, (trade theory, modes of entry, foreign direct investment, theory of the multinational) to the strategic management problems of organizing business in the international arena.",1.0 credit in MGT/MGM at the 300/400 level,,RSM490H1,,Social Science,24L,In Class
MGT492H5,Introduction to Strategic Management,"Focuses on industry analysis and different models of the firm. The key questions addressed are: ""why do some firms succeed where others fail?"" and ""what strategy should a firm employ to reach its goals?""",1.0 credit in MGT/MGM at 300/400 level,,MGM400H5orMGSC01H3orRSM392H1,,Social Science,24L,In Class
MGT493H5,Small Business Management,"Skills needed to set up and run a small business. Development of a business plan. Securing financing. Finding and keeping customers. Operations management. Aspects of legal, financial and taxation concerns of smaller businesses.",MGT231H5andMGT232H5and 1.0 credit of MGT/MGM at the 300/400 level,,RSM493H1,,Social Science,24L,In Class
MGT495H5,Entrepreneurial Finance and Venture Capital,"This course examines the elements of entrepreneurial finance, focusing on technology-based start-up ventures and the early stages of company development. The course addresses key questions which challenge all entrepreneurs: how much money can and should be raised; when should it be raised and from whom; what is a reasonable valuation of the company; how should funding, employment contracts and exit decisions be structured. It aims to prepare students for these decisions, both as entrepreneurs and venture capitalists. It also aims to create awareness to the specific issues faced by minorities in the entrepreneurship field. In addition, the course includes an in-depth analysis of the structure of the private equity industry.",MGT231H5andMGT232H5,,,,Social Science,24L,"In Class, Hybrid"
PHL105Y5,Introduction to Philosophy,"An introduction to philosophy, covering such topics as conceptions of human nature and the good life, the foundation of morality, the relation of the individual to the state, arguments for the existence of God, debates about the meaning and possibility of free will, the theory of knowledge and the nature of reality.",,,PHL100Y5orPHL101Y5,,Humanities,48L/24T,In Class
PHL113H5,Introduction to Philosophy: Persons and Value,"This introductory course explores philosophical theories of human nature, morality, justice, the good life, freedom, and responsibility. A variety of traditional and contemporary perspectives will be considered.",,,PHL105Y5orPHL102H5orPHL100Y1orPHL101Y1orPHL201H1orPHLA10H3,,Humanities,24L/12T,In Class
PHL200H5,Ancient Philosophy,"Some core texts of ancient philosophy, concentrating on the work of Plato and Aristotle. Topics include the good life, the soul, knowledge, virtue and the nature of reality.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHL200Y5orPHL202H5orPHLB31H3,,Humanities,24L/12T,In Class
PHL210Y5,17th and 18th Century Philosophy,"17th and 18th century discussions of topics like causation, knowledge, mind-body dualism in philosophers like René Descartes, Baruch Spinoza, John Locke, Anne Conway, Gottfried Wilhelm Leibniz, Émilie du Chatelêt, David Hume, Immanuel Kant.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB35H3,PHL103H5orPHL113H5,Humanities,48L/24T,In Class
PHL233H5,Philosophy for Scientists,"An introduction to philosophy tailored for students with backgrounds in mathematics and science. Topics include causation, explanation, the relation between scientific and mathematical theories and reality, the role of mathematics in scientific theories, the relevance of scientific and mathematical discoveries to ‘big’ traditional philosophical questions such as the nature of consciousness, whether we have free will, and the meaning of life.",PHL103H5orPHL113H5or 4.0 credits.,,,,Humanities,24L/12T,In Class
PHL235H5,Philosophy of Religion,"A philosophical analysis of some basic theological questions; the nature of religious belief and experience, the relationship between religion and morality, or religion and science, the role of religion in a pluralistic society.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,,,Humanities,36L,In Class
PHL237H5,Introduction to East Asian Philosophy,"An introduction to the main systems of East Asian philosophy, including Confucianism, Taoism, Buddhism, Shintoism, and Neo-Confucianism; the challenge of Western thought; the development of modern East Asian Philosophy.",PHL101H5orPHL102H5orPHL103H5orPHL113H5or 4.0 credits,,EAS241H1andPHL237H1,,Humanities,36L,In Class
PHL238H5,Introduction to South Asian Philosophy,"An introduction to the main philosophical traditions of South Asia, focusing on their historical development and treatment of topics such as devotion, duty, ethics, consciousness, selfhood, suffering, meditation, enlightenment, knowledge, and reality. Readings may include the early Rig Veda, the Upanishads, early Buddhist thought, Jainism, Samkhya-Yoga Philosophy, and Classical Vedanta, among others.",PHL101H5orPHL102H5orPHL103H5orPHL113H5or 4.0 credits,,PHL390H5(Winter 2020) andPHL293H5(Fall 2020),,Humanities,36L,In Class
PHL240H5,Minds and Machines,Can machines think and feel? Are human beings simply very complicated organic machines? These questions are discussed in the light of recent work on the simulation of intelligence and purposive behaviour.,PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits. .,,PHL342H5orPHLB81H3,,Humanities,36L,In Class
PHL243H5,Philosophy of Human Sexuality,"Philosophical issues about sex and sexual identity in the light of biological, psychological, and ethical theories of sex and gender. The concept of gender; male and female sex roles; theories of psycho-sexual development; sexual morality; ""natural,"" ""normal,"" and ""perverse"" sex; sexual liberation; love and sexuality.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB12H3,,Humanities,36L,In Class
PHL244H5,Human Nature,"Theories of human nature, e.g., psychoanalysis, behaviourism, sociobiology. Current issues, e.g., egoism and altruism, instincts, I.Q., rationality, sanity and mental illness.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB91H3,,Humanities,36L,In Class
PHL258H5,Puzzles and Paradoxes,"Philosophy often begins with a puzzle or paradox. Zeno once convincingly argued that motion was impossible, but people continue to move. The ""liar's paradox"" seems to show that everything is both true and false, but that cannot be right. In this course, we will examine these and related issues.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB55H3,PHL245H5,Humanities,36L,In Class
PHL267H5,Feminism,"Main types of feminist theory: liberal, Marxist, Existential and ""Radical."" A number of ethical, political and psychological issues are considered.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHL277Y5orPHL367H1orPHLB13H3,,Humanities,36L,In Class
PHL271H5,Ethics and the Law,"Moral issues in the law, such as civil liberties and police powers, censorship, civil disobedience, the death penalty, inequality, paternalism and the constitutional protection of human rights. Case studies from Canadian law.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB11H3,,Humanities,24L/12T,In Class
PHL272H5,Philosophy of Education,"The nature, aims, and content of education; learning theory; education and indoctrination; the teaching of morals and the morality of teaching; the role and justification of educational institutions, their relation to society and to individual goals; authority and freedom in the school.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB15H3,,Humanities,36L,In Class
PHL273H5,Environmental Ethics,"Environmental ethics is a relatively new development in philosophical thinking which focuses on the ethical and value questions arising from our relation to nature. Focal question of the area asks: Is the non-human world of ethical significance only insofar as it is connected with human well-being, or is ethically significant in itself? This course investigates and evaluates anthropocentrim, ecofeminism and radical biocentric theories of the deep ecologists.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB02H3,,Humanities,36L,In Class
PHL275H5,Ethics and Moral Philosophy,A survey of the major moral theorists/theories of the Western philosophical tradition. Questions to be addressed include: Why be moral? What makes certain actions right or wrong? Can we know what is morally right or wrong?,PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHL277Y5orPHLA11H3,,Humanities,24L/12T,In Class
PHL283H5,Bioethics,"Moral implications of recent developments in medicine and the life sciences; related legal and social issues. Euthanasia, health care priorities, abortion, fertility control, against the background of some major ethical theories.",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHL281Y1orPHL281H1orPHLB09H3,,Humanities,36L,In Class
PHL285H5,Philosophy of Art,"A study of some of the most important philosophical questions about art. For example, what exactly is a work of art? Can any object whatsoever be, or become, an artwork? Who or what determines whether something is art? Does each person decide for themselves, or does a certain community (the ""art world"") decide? Can one interpretation or evaluation of a work be better, or more justified, than another? If so, how do we tell which one is better?",PHL101H5orPHL102H5orPHL103H5orPHL105Y5orPHL113H5or 4.0 credits.,,PHLB03H3,,Humanities,36L,In Class
PHL293H5,Special Topics in Philosophy,"Topic to vary from year to year. The contact hours for this course may vary in terms of contact type (L,S,T,P) from year to year, but will be between 24-36 contact hours in total. See the UTM Timetable.",PHL103H5orPHL113H5or 4.0 credits,,,,Humanities,36L,In Class
PHL295H5,Philosophy of Business,"Philosophical issues in ethics, social theory, and theories of human nature insofar as they bear on contemporary conduct of business. Issues include: Does business have moral responsibilities? Can social costs and benefits be calculated? Does modern business life determine human nature of the other way around? Do political ideas and institutions such as democracy have a role within business?",PHL101H5orPHL102H5orPHL103H5orPHL113H5orPHL105Y5or 4.0 credits,,,,Humanities,36L,"In Class, Online (Summer only)"
PHL299Y5,Research Opportunity Program,"This course provides a rewarding opportunity for students intheir second year to work in the research project of aprofessor in return for 299Y course credit. Students enrolledhave an opportunity to become involved in originalresearch, learn research methods and share in theexcitement and discovery of acquiring new knowledge.Participating faculty members post their project descriptionsfor the following summer and fall/winter sessions in earlyFebruary and students are invited to apply in early March.SeeExperiential and International Opportunitiesfor more details.",(PHL101H5orPHL102H5orPHL103H5orPHL105Y5 orPHL113H5) (may be taken as a corequisite) or 4.0 credits,,,,Humanities,,In Class
PHL300H5,Topics in Ancient Philosophy,A study of some topic or thinker in the ancient period.,1.5 credits in PHL,,,PHL200H5orPHL202H5orPHL210Y5,Humanities,36L,In Class
PHL301H5,The Philosophy of Plato,"This course explores major themes in Plato’s philosophy through a selective reading of his dialogues. Among the areas tackled are the human good, the nature of the soul, knowledge, and the ultimate constitution of reality. Readings may include, though will not necessarily be confined to, the Euthyphro, Protagoras, Euthydemus, Meno, Gorgias, Republic, Phaedo, Phaedrus and Theaetetus.",1.5 credits in PHL,,,PHL200H5orPHL202H5andPHL210Y5,Humanities,36L,In Class
PHL302H5,The Philosophy of Aristotle,"This course explores major themes in Aristotle’s philosophy belonging to the fields of natural philosophy, metaphysics, ethics and epistemology. Readings may include, though are not necessarily confined to the Ethics, Physics, Metaphysics, Categories, On the soul and Analytics.",1.5 credits in PHL,,,PHL200H5orPHL202H5andPHL210Y5,Humanities,36L,In Class
PHL307H5,Topics in Mediaeval Philosophy,"A study of some of the principal figures and intellectual problems in the period from the first century to the sixteenth. Figures such as Philo, Augustine, Abelard, Avicenna, Maimonides, Aquinas, Duns Scotus, Ockham and Suarez will be studied on topics in metaphysics, epistemology, ethics and philosophy of nature.",1.5 credits in PHL,,PHL309H1,PHL200Y5orPHL210Y5,Humanities,36L,In Class
PHL310H5,Topics in 17th and 18th Century Philosophy,A study of a topic or thinker in the 17th or 18th century.,1.5 credits in PHL,,PHL309H5orPHL310H1orPHL311H1orPHL313H5,PHL210Y5,Humanities,36L,In Class
PHL314H5,Kant,A systematic study of The Critique of Pure Reason.,PHL210Y5and 1.5 additional credits in PHL,,PHL312H5orPHLC37H3,PHL245H5orPHL310H5,Humanities,36L,In Class
PHL315H5,Topics in Nineteenth Century Philosophy,A study of some topic or thinker in the 19th century.,1.5 credits in PHL,,PHL317H5,PHL210Y5orPHL310H5orPHL312H5,Humanities,36L,In Class
PHL324H5,The Continental Tradition,"A study of recent traditions of continental philosophy such as phenomenology, existentialism, hermeneutics, critical theory, structuralism and post-structuralism. Figures such as Husserl, Heidegger, Sartre, the Frankfurt school, Lacan, Foucault, Deleuze and Derrida.",1.5 credits in PHL,,PHL320H1orPHL321H1,PHL210Y5orPHL310H5orPHL312H5orPHL317H5,Humanities,36L,In Class
PHL325H5,Early Analytic Philosophy,"An examination of some of the classic texts of early analytic philosophy, concentrating on the work of Frege, Russell and Wittgenstein. Central topics to be covered include: the development of logic and its relation to arithmetic; the nature of language and meaning; truth and objectivity; the distinction between sense and reference; logical analysis; the relation between language and thought; and the bounds of intelligibility.",PHL245H5and 1.5 additional credits in PHL,,PHLC43H3,PHL210Y5,Humanities,36L,In Class
PHL333H5,Epistemology,"Typical topics: knowledge and belief, perception, the analytic-synthetic distinction, theories of truth, necessity and the a priori.",1.5 credits in PHL,,PHL330Y1orPHL332H1,,Humanities,36L,In Class
PHL341H5,Practical Reason and Human Action,"(Formerly: Freedom, Responsibility, and Human Action) The course will cover various topics in action theory and the nature of practical reason, such as the nature of intentional action and intentional explanations, the relation between morality and practical reason, the distinction between theoretical and practical reasoning, and the relation between motivation and evaluation.",1.5 credits in PHL,,,,Humanities,36L,In Class
PHL343H5,Freedom and Determinism,"This course will examine the question of whether determinism is true, and to which extent and whether, determinism is compatible with the possibility that our will is free as well as the relation between freedom and responsibility. In particular, we will look at the plausibility of views such as compatibilism, hard determinism and libertarianism.",1.5 credits in PHL.,,PHL241H5,,Humanities,36L,In Class
PHL345H5,Intermediate Logic,"A continuation of PHL245, requiring no other prior knowledge of philosophy or mathematics. Symbolization, natural deduction, and models in polyadic predicate logic with operations and identity. Symbolization, natural deduction, and models for theories of descriptions. Introduction to metatheory, such as soundness and completeness.",PHL245H5and 1.0 credits on PHL,,PHL345H1andPHLC51H3,,Humanities,36L,In Class
PHL347H5,Modality in Logic and Philosophy,"Study of the concepts of necessity and possibility using extensions of classical logic: modal sentential logic, modal quantification logic, possible-world semantics, the metaphysics of modality. Other possible topics include: counterfactuals, epistemic logic, temporal logic, deontic logic, many-valued logic, and supervaluations.",PHL245H5and 1.0 credit in PHL,,PHL347H1,PHL345H5,Humanities,36L,In Class
PHL354H5,Philosophy of Mathematics,"Platonism versus nominalism, the relation between logic and mathematics, implications of Godel's and Church's theorems, formalism and intuitionism.",PHL103H5andPHL245H5and (0.5 credit in PHL or CSC or MAT),,PHL344H5andPHL354H1,PHL255H5,Humanities,36L,In Class
PHL355H5,Issues in Philosophy of Science,Central problems and contemporary issues. Topics may include: scientific inference and method; explanation; under-determination; the pessimistic induction; constructive empiricism; entity realism; structural realism; laws of nature.,1.5 credits in PHL,,PHL355H1,PHL245H5orPHL255H5,Humanities,36L,In Class
PHL358H5,Philosophical Issues in Cognitive Science,"An examination of philosophical issues that arise in cognitive science, such as: the nature of consciousness, alternative models of computation in theories of cognition, the nature and function of perception and the emotions, the evolution of mind and language, and the relation among various fields of cognitive science such as psychology, linguistics, and neuroscience.",(PHL340H5orPHL345H5orPHL350H5) and 1.5 additional credits in PHL,,COG250Y1,,Humanities,36L,In Class
PHL365H5,Issues in Political Philosophy,"A study of work by political philosophers, typically both historical and contemporary, on topics such as justice, rights, welfare, and political authority.",1.5 credits in PHL,,PHL366H1,PHL265H5orPHL277Y5,Humanities,36L,In Class
PHL367H5,Issues in Philosophy and Feminism,"This course will examine selected philosophical topics in feminism, such as multiculturalism and women's rights, feminist epistemologies, ethics of care, the intersection between sexism and other forms of oppression, pornography.",1.5 credits in PHL,,,PHL267H5orPHL274H5orPHL277Y5,Humanities,36L,In Class
